query_gene	target_gene
g14275	LOC145252583
g14276	LOC145252583
g14277	LOC145252583
g14278	LOC145252580
g14279	LOC145252581
g1428	LOC145288028
g14280	LOC145252394
g14281	LOC145252586
g14282	LOC145252587
g14283	LOC145252588
g14284	LOC145252588
g14285	LOC145252590
g14286	LOC145252592
g14287	LOC145252596
g1429	LOC145288029
g14290	LOC145252601
g14291	LOC145252602
g14292	LOC145252607
g14294	LOC145252606
g14295	LOC145252605
g14296	LOC145252603
g14297	LOC145252604
g143	LOC145240135
g14300	LOC145252611
g14301	LOC145252612
g14305	LOC145252615
g14308	LOC145252616
g14309	LOC145252617
g1431	LOC145288032
g14310	LOC145252617
g14311	LOC145252619
g14312	LOC145252620
g14313	LOC145252621
g14314	LOC145252622
g14315	LOC145252623
g14316	LOC145252623
g14317	LOC145252623
g14318	LOC145252395
g1432	LOC145288034
g14320	LOC145252624
g14321	LOC145252625
g14322	LOC145252626
g14323	LOC145252628
g14324	LOC145252396
g14328	LOC145252317
g1433	LOC145288030
g14336	LOC145252655
g14338	LOC145252655
g14339	LOC145252655
g1434	LOC145288030
g14343	LOC145252408
g14347	LOC145252658
g14348	LOC145252657
g14349	LOC145252656
g14353	LOC145252654
g14354	LOC145252654
g14356	LOC145252653
g14357	LOC145252653
g14358	LOC145252653
g14359	LOC145252650
g1436	LOC145288030
g14360	LOC145252651
g14362	LOC145252314
g14365	LOC145252649
g14369	LOC145252648
g14371	LOC145252647
g14374	LOC145252646
g14376	LOC145252644
g14377	LOC145252643
g14378	LOC145252641
g1438	LOC145288036
g14380	LOC145252640
g14381	LOC145252639
g14382	LOC145252637
g14383	LOC145252636
g14384	LOC145252636
g14385	LOC145286266
g14387	LOC145252635
g14389	LOC145252635
g1439	LOC145288038
g14393	LOC145252634
g14394	LOC145252633
g14395	LOC145252631
g14396	LOC145252666
g14397	LOC145252668
g14398	LOC145252668
g14399	LOC145252674
g144	LOC145239799
g1440	LOC145288037
g14400	LOC145252672
g14401	LOC145252669
g14402	LOC145252675
g14403	LOC145252673
g14406	LOC145252670
g14407	LOC145252676
g14408	LOC145252676
g14411	LOC145252676
g14414	LOC145252677
g14415	LOC145252678
g14416	LOC145252679
g14417	LOC145252679
g14419	LOC145252679
g1442	LOC145288039
g14420	LOC145252680
g14422	LOC145252681
g14423	LOC145252682
g14424	LOC145252684
g14427	LOC145252685
g14428	LOC145252687
g14430	LOC145252688
g14431	LOC145252691
g14432	LOC145252689
g14433	LOC145252692
g14434	LOC145252693
g14437	LOC145252694
g14438	LOC145252716
g14439	LOC145252715
g1444	LOC145288040
g14440	LOC145252719
g14441	LOC145252720
g14442	LOC145252720
g14443	LOC145252721
g14444	LOC145252722
g14445	LOC145252725
g14446	LOC145252725
g14447	LOC145252726
g14448	LOC145252724
g1445	LOC145288042
g14453	LOC145252728
g14454	LOC145252729
g14456	LOC145252730
g14459	LOC145275016
g1446	LOC145288043
g14460	LOC145252354
g14461	LOC145252734
g14462	LOC145252731
g14463	LOC145252733
g14464	LOC145252736
g14465	LOC145252737
g14466	LOC145252737
g14467	LOC145252738
g14468	LOC145252739
g14469	LOC145252741
g1447	LOC145288044
g14470	LOC145252742
g14471	LOC145252744
g14472	LOC145252746
g14473	LOC145252747
g14474	LOC145252748
g14475	LOC145252749
g14476	LOC145252749
g14477	LOC145252749
g14478	LOC145252752
g1448	LOC145288045
g14480	LOC145252753
g14485	LOC145252755
g14486	LOC145252756
g14487	LOC145252758
g14488	LOC145252758
g14489	LOC145252759
g1449	LOC145288049
g14490	LOC145252760
g14491	LOC145252761
g14492	LOC145252761
g14493	LOC145252762
g14494	LOC145252765
g14495	LOC145252764
g14496	LOC145252766
g14497	LOC145252766
g14498	LOC145252768
g14499	LOC145252769
g145	LOC145303602
g1450	LOC145288050
g14500	LOC145252769
g14501	LOC145252771
g14502	LOC145252770
g14503	LOC145252770
g14504	LOC145252772
g14505	LOC145252773
g14506	LOC145252774
g14507	LOC145252774
g14508	LOC145252797
g14509	LOC145252796
g1451	LOC145288046
g14511	LOC145252791
g14512	LOC145252791
g14513	LOC145252791
g14514	LOC145252791
g14515	LOC145252790
g14518	LOC145252789
g14519	LOC145252789
g14520	LOC145252788
g14522	LOC145252785
g14524	LOC145252784
g14525	LOC145252784
g14526	LOC145252364
g14527	LOC145252410
g1453	LOC145288051
g14532	LOC145252783
g14533	LOC145252783
g14535	LOC145252783
g14537	LOC145252782
g14538	LOC145252778
g14540	LOC145252779
g14541	LOC145252781
g14547	LOC145252797
g14548	LOC145252797
g14549	LOC145252797
g1455	LOC145288054
g14550	LOC145252797
g14554	LOC145252798
g14555	LOC145252799
g14559	LOC145252368
g1456	LOC145288052
g14560	LOC145252368
g14561	LOC145252368
g14565	LOC145252800
g14567	LOC145252802
g14568	LOC145252803
g14569	LOC145252801
g1457	LOC145288055
g14570	LOC145252803
g14571	LOC145252803
g14575	LOC145252805
g14576	LOC145252807
g14577	LOC145252808
g14578	LOC145252808
g14579	LOC145252814
g1458	LOC145288052
g14580	LOC145252812
g14581	LOC145252809
g14582	LOC145252810
g14583	LOC145252810
g14584	LOC145252810
g1459	LOC145288057
g14591	LOC145252815
g14594	LOC145252815
g14595	LOC145252815
g14599	LOC145291478
g146	LOC145303513
g1460	LOC145288056
g14605	LOC145252817
g14607	LOC145252415
g14608	LOC145252818
g14609	LOC145252821
g1461	LOC145288060
g14610	LOC145252819
g14611	LOC145252822
g14614	LOC145252823
g14615	LOC145252826
g14616	LOC145252826
g14617	LOC145252831
g14619	LOC145252841
g1462	LOC145288061
g14621	LOC145252835
g14622	LOC145252837
g14623	LOC145252837
g14624	LOC145252838
g14626	LOC145252842
g14627	LOC145252843
g14628	LOC145252844
g14629	LOC145252847
g1463	LOC145288063
g14630	LOC145252846
g14635	LOC145295975
g14639	LOC145254823
g1464	LOC145288063
g14641	LOC145254517
g14646	LOC145254822
g14647	LOC145254821
g14648	LOC145254820
g14649	LOC145254821
g1465	LOC145288065
g14650	LOC145254825
g14651	LOC145254826
g14652	LOC145254827
g14653	LOC145254828
g14654	LOC145254832
g14657	LOC145254829
g14658	LOC145254830
g14659	LOC145254833
g1466	LOC145288065
g14660	LOC145254833
g14661	LOC145254833
g14662	LOC145254833
g14663	LOC145254833
g14665	LOC145254604
g1467	LOC145288067
g14670	LOC145254834
g14676	LOC145254835
g14677	LOC145254835
g14679	LOC145254836
g1468	LOC145288070
g14680	LOC145254836
g14681	LOC145254836
g14683	LOC145254836
g14685	LOC145254836
g14686	LOC145254836
g14688	LOC145254837
g14689	LOC145254839
g1469	LOC145288068
g14690	LOC145254839
g14691	LOC145254841
g14692	LOC145254842
g14699	LOC145254844
g147	LOC145303470
g1470	LOC145288069
g14701	LOC145254844
g14702	LOC145254845
g14703	LOC145254847
g14704	LOC145254848
g14705	LOC145254848
g14706	LOC145254849
g14707	LOC145254849
g14708	LOC145254851
g14709	LOC145254851
g14710	LOC145254851
g14711	LOC145273626
g14712	LOC145254605
g14717	LOC145254606
g14720	LOC145254854
g14721	LOC145254855
g14722	LOC145254855
g14724	LOC145254857
g14725	LOC145254858
g14726	LOC145254858
g14727	LOC145254860
g14728	LOC145254859
g14729	LOC145254861
g1473	LOC145288072
g14730	LOC145254862
g14731	LOC145254530
g14732	LOC145254863
g14733	LOC145254865
g14734	LOC145254865
g14735	LOC145254869
g14736	LOC145254869
g1474	LOC145288073
g14740	LOC145254608
g14741	LOC145254870
g14742	LOC145254871
g14743	LOC145254873
g14744	LOC145254874
g14745	LOC145254875
g14746	LOC145254876
g14747	LOC145254879
g14748	LOC145254881
g1475	LOC145288074
g14755	LOC145254628
g14759	LOC145254593
g1476	LOC145288075
g14760	LOC145254593
g14761	LOC145254721
g14762	LOC145254719
g14763	LOC145254718
g14764	LOC145254626
g14765	LOC145254717
g14766	LOC145254717
g14767	LOC145254717
g14768	LOC145254716
g14769	LOC145254714
g14770	LOC145254714
g14773	LOC145254625
g14777	LOC145254623
g14778	LOC145254592
g14779	LOC145254712
g14780	LOC145254712
g14781	LOC145254712
g14783	LOC145254591
g14784	LOC145254591
g14785	LOC145254591
g14786	LOC145254711
g14787	LOC145254710
g14788	LOC145254707
g14789	LOC145254706
g14790	LOC145254587
g14791	LOC145254706
g14792	LOC145254587
g14793	LOC145254705
g14795	LOC145254704
g14796	LOC145254703
g14797	LOC145254702
g14798	LOC145254700
g148	LOC145303394
g14800	LOC145254698
g14801	LOC145254697
g14803	LOC145254703
g14804	LOC145254694
g14805	LOC145254693
g14806	LOC145254691
g14811	LOC145254690
g14812	LOC145254690
g14821	LOC145254687
g14822	LOC145254686
g14823	LOC145254688
g14824	LOC145254686
g14826	LOC145254581
g14827	LOC145254684
g14829	LOC145254682
g14831	LOC145254680
g14833	LOC145254679
g14835	LOC145254676
g14836	LOC145254676
g14837	LOC145254675
g14838	LOC145254676
g14839	LOC145254671
g14840	LOC145254674
g14841	LOC145254669
g14843	LOC145254580
g14844	LOC145254580
g14845	LOC145254667
g14851	LOC145254904
g14852	LOC145254903
g14853	LOC145254902
g14857	LOC145254901
g14858	LOC145254900
g14862	LOC145254896
g14863	LOC145254896
g14867	LOC145254893
g14868	LOC145254563
g14869	LOC145254567
g1487	LOC145288079
g14870	LOC145254565
g14871	LOC145254565
g14872	LOC145254565
g14878	LOC145254565
g1488	LOC145288080
g14883	LOC145254609
g14884	LOC145254609
g14885	LOC145254884
g14886	LOC145254609
g14890	LOC145254883
g14891	LOC145254883
g14893	LOC145254635
g14894	LOC145254635
g14897	LOC145254654
g14898	LOC145254655
g14899	LOC145254655
g149	LOC145280429
g14900	LOC145254656
g14901	LOC145254657
g14902	LOC145254657
g14903	LOC145254657
g14906	LOC145254658
g14907	LOC145254658
g14908	LOC145254658
g14911	LOC145254573
g14912	LOC145254575
g14913	LOC145254639
g14914	LOC145254639
g14915	LOC145254637
g14916	LOC145254638
g14917	LOC145254638
g14918	LOC145293225
g14919	LOC145293224
g14920	LOC145293223
g14921	LOC145293222
g14922	LOC145293220
g14923	LOC145293219
g14925	LOC145293216
g14926	LOC145293218
g14927	LOC145293218
g14928	LOC145293217
g14929	LOC145292790
g14930	LOC145293214
g14931	LOC145293213
g14932	LOC145293213
g14933	LOC145293212
g14934	LOC145293368
g14935	LOC145254915
g14936	LOC145254916
g14937	LOC145254913
g14938	LOC145254912
g14939	LOC145254911
g14940	LOC145254910
g14943	LOC145254908
g14944	LOC145254907
g14945	LOC145254906
g14946	LOC145254905
g14947	LOC145254905
g14951	LOC145254917
g14954	LOC145254919
g14955	LOC145254918
g14956	LOC145254921
g14957	LOC145254923
g14958	LOC145254922
g14959	LOC145254554
g14960	LOC145254554
g14961	LOC145254554
g14962	LOC145254554
g14963	LOC145254924
g14964	LOC145254924
g14965	LOC145254925
g14966	LOC145254926
g14967	LOC145254927
g14968	LOC145254927
g14969	LOC145254653
g14972	LOC145254652
g14973	LOC145254652
g14974	LOC145254652
g14975	LOC145254650
g14976	LOC145254652
g14977	LOC145254651
g1498	LOC145288083
g14983	LOC145254646
g14987	LOC145254646
g14988	LOC145254646
g14989	LOC145254645
g1499	LOC145288083
g14990	LOC145254644
g14991	LOC145254643
g14992	LOC145254635
g14993	LOC145254642
g14994	LOC145254577
g14995	LOC145254803
g14996	LOC145254799
g14997	LOC145254804
g14998	LOC145254805
g14999	LOC145254806
g15	LOC145245888
g150	LOC145303131
g15000	LOC145254806
g15001	LOC145254806
g15002	LOC145254806
g15003	LOC145254806
g15004	LOC145254808
g15008	LOC145254809
g15009	LOC145254513
g15011	LOC145254811
g15012	LOC145254811
g15013	LOC145254812
g15014	LOC145254815
g15015	LOC145254814
g15016	LOC145254801
g15017	LOC145254801
g15018	LOC145254800
g15019	LOC145254797
g15020	LOC145254510
g15021	LOC145254510
g15022	LOC145254509
g15026	LOC145254603
g15028	LOC145254796
g15029	LOC145254795
g15030	LOC145254794
g15031	LOC145254794
g15032	LOC145254787
g15033	LOC145254602
g15034	LOC145254786
g15035	LOC145254786
g15037	LOC145254793
g15038	LOC145254792
g15039	LOC145254788
g1504	LOC145288085
g15040	LOC145254789
g15041	LOC145254784
g15042	LOC145254784
g15043	LOC145254781
g15044	LOC145254782
g15045	LOC145254782
g15048	LOC145254780
g15049	LOC145254777
g1505	LOC145288086
g15050	LOC145254778
g15051	LOC145254775
g15052	LOC145254775
g15053	LOC145254773
g15054	LOC145254774
g15056	LOC145254772
g15058	LOC145254771
g15059	LOC145254771
g1506	LOC145288087
g15060	LOC145254508
g15061	LOC145254768
g15062	LOC145254769
g15063	LOC145254767
g15064	LOC145254767
g15065	LOC145254767
g15069	LOC145254766
g1507	LOC145288087
g15070	LOC145254766
g15071	LOC145254765
g15072	LOC145254764
g15075	LOC145254763
g15076	LOC145254762
g15077	LOC145254761
g15078	LOC145254760
g15079	LOC145254759
g15080	LOC145254758
g15081	LOC145254756
g15082	LOC145254757
g15083	LOC145254753
g15084	LOC145254753
g15085	LOC145254754
g15086	LOC145254751
g15090	LOC145254747
g15091	LOC145254746
g15092	LOC145254746
g15093	LOC145254744
g15094	LOC145254744
g15095	LOC145254744
g15096	LOC145254506
g15097	LOC145254745
g15098	LOC145254505
g15099	LOC145254742
g15100	LOC145254743
g15101	LOC145254742
g15102	LOC145254741
g15103	LOC145254740
g15112	LOC145254737
g15113	LOC145254737
g15115	LOC145254599
g15116	LOC145254598
g15117	LOC145254562
g15118	LOC145254736
g15119	LOC145254558
g15120	LOC145254558
g15121	LOC145254558
g15122	LOC145254558
g15123	LOC145254557
g15125	LOC145254555
g15126	LOC145254728
g15127	LOC145254727
g15128	LOC145254727
g15129	LOC145254725
g15130	LOC145254724
g15133	LOC145254723
g15134	LOC145254722
g15135	LOC145260338
g15136	LOC145260349
g15137	LOC145260356
g15138	LOC145260356
g15140	LOC145260356
g15141	LOC145260364
g15142	LOC145260389
g15144	LOC145260380
g15145	LOC145260380
g15147	LOC145260380
g15158	LOC145260424
g15172	LOC145260428
g15173	LOC145260438
g15174	LOC145260442
g15175	LOC145260444
g15176	LOC145260459
g15178	LOC145260460
g15179	LOC145260464
g15180	LOC145260484
g15181	LOC145260493
g15182	LOC145260493
g15183	LOC145260510
g15184	LOC145260540
g15186	LOC145260540
g15187	LOC145260555
g15188	LOC145260555
g15189	LOC145260572
g15190	LOC145260562
g15191	LOC145260593
g15192	LOC145260611
g15194	LOC145260620
g15195	LOC145260642
g15196	LOC145263208
g15197	LOC145263208
g15198	LOC145263208
g15199	LOC145263208
g152	LOC145283524
g15200	LOC145260657
g15201	LOC145260657
g15202	LOC145260671
g15203	LOC145260671
g15204	LOC145260671
g15205	LOC145260688
g15206	LOC145260688
g15208	LOC145260691
g15209	LOC145260699
g15210	LOC145263569
g15214	LOC145260138
g15216	LOC145260165
g15219	LOC145263023
g15220	LOC145260181
g15224	LOC145260192
g15234	LOC145260201
g15235	LOC145260201
g15238	LOC145260210
g15239	LOC145260255
g15240	LOC145263549
g15241	LOC145260248
g15242	LOC145260248
g15243	LOC145260239
g15244	LOC145260262
g15245	LOC145260275
g15246	LOC145260268
g15247	LOC145260268
g15248	LOC145260268
g15249	LOC145260297
g15250	LOC145260284
g15252	LOC145260288
g15253	LOC145260302
g15254	LOC145260302
g15263	LOC145260310
g15271	LOC145253015
g15273	LOC145253042
g15274	LOC145253042
g15275	LOC145253058
g15276	LOC145253026
g15279	LOC145253140
g15280	LOC145253104
g15281	LOC145253156
g15283	LOC145263248
g15284	LOC145263237
g15285	LOC145263248
g15287	Trnah-gug_7
g15292	LOC145253192
g15294	LOC145263263
g15295	LOC145253259
g153	LOC145283521
g15302	LOC145253280
g15306	LOC145265580
g15310	LOC145253291
g15311	LOC145252645
g15312	LOC145253337
g15313	LOC145252652
g15314	LOC145252652
g15315	LOC145253353
g15316	LOC145253559
g15317	LOC145253575
g15318	LOC145253575
g15319	LOC145253591
g15320	LOC145253575
g15321	LOC145253622
g15330	LOC145253731
g15331	LOC145253731
g15332	LOC145253848
g15333	LOC145254166
g15334	LOC145253789
g15335	LOC145254150
g15336	LOC145254150
g15337	LOC145253773
g15339	LOC145253747
g15340	LOC145253805
g15344	LOC145254222
g15345	LOC145254268
g15346	LOC145260730
g15347	LOC145254284
g15348	LOC145254284
g15350	LOC145254310
g15352	LOC145254336
g15353	LOC145254336
g15354	LOC145254378
g15355	LOC145254352
g15356	LOC145254424
g15357	LOC145254471
g15358	LOC145254440
g15362	LOC145254520
g15363	LOC145254514
g15364	LOC145260794
g15365	LOC145254529
g15371	LOC145254538
g15375	LOC145260825
g15376	LOC145260825
g15377	LOC145254559
g15378	LOC145260825
g15379	LOC145254545
g15380	LOC145254550
g15381	LOC145254560
g15382	LOC145254560
g15383	LOC145254560
g15392	LOC145254561
g15393	LOC145254561
g15394	LOC145254561
g154	LOC145302974
g15406	LOC145274685
g15408	LOC145254574
g15409	LOC145254585
g1541	LOC145288088
g15415	LOC145254595
g1542	LOC145288088
g15420	LOC145254614
g15421	LOC145254614
g15423	LOC145254614
g15427	LOC145254621
g15428	LOC145254621
g15429	LOC145254621
g15430	LOC145254621
g15437	LOC145263276
g15438	LOC145254660
g15439	LOC145254672
g15441	LOC145254689
g15442	LOC145254689
g15443	LOC145254701
g15444	LOC145254709
g15445	LOC145254715
g15446	LOC145254720
g15447	LOC145254726
g15448	LOC145254726
g15449	LOC145263281
g15450	LOC145254739
g15451	LOC145254755
g15452	LOC145254748
g15456	LOC145254776
g15457	LOC145254813
g15458	LOC145254819
g15459	LOC145254802
g15460	LOC145254802
g15461	LOC145254791
g15462	LOC145254831
g15463	LOC145254840
g15464	LOC145254843
g15465	LOC145254853
g15466	LOC145254872
g15467	LOC145254864
g15468	LOC145254880
g15471	LOC145263287
g15472	LOC145263297
g15473	LOC145254898
g15474	LOC145255000
g15475	LOC145255000
g15477	LOC145254914
g15478	LOC145255248
g15479	LOC145255248
g15481	LOC145255284
g15484	LOC145255332
g15485	LOC145255348
g15486	LOC145255380
g15487	LOC145255502
g15488	LOC145255396
g15490	LOC145255396
g15491	LOC145255316
g15494	LOC145261065
g15495	LOC145263304
g15496	LOC145255513
g15497	LOC145255518
g15498	LOC145255518
g15499	LOC145255539
g155	LOC145283514
g15501	LOC145255528
g15502	LOC145255534
g15503	LOC145255534
g15511	LOC145255568
g15512	LOC145255576
g15513	LOC145255582
g15514	LOC145255582
g15515	LOC145255582
g15517	LOC145255595
g15518	LOC145255607
g15520	LOC145255603
g15521	LOC145255659
g15522	LOC145255659
g15523	LOC145255682
g15524	LOC145255783
g15525	LOC145255706
g15526	LOC145255706
g15528	LOC145255700
g15529	LOC145255794
g15530	LOC145255789
g15531	LOC145255789
g15532	LOC145255789
g15533	LOC145255794
g15534	LOC145255794
g15535	LOC145255794
g15537	LOC145256276
g15545	LOC145256293
g15546	LOC145256286
g15547	LOC145256286
g15549	LOC145256310
g15550	LOC145256310
g15551	LOC145256310
g15552	LOC145256329
g15553	LOC145256323
g15554	LOC145256343
g15555	LOC145256353
g15557	LOC145256353
g15558	LOC145256353
g15559	LOC145256382
g15560	LOC145256382
g15561	LOC145256368
g15562	LOC145261157
g15563	LOC145256206
g15564	LOC145256206
g15565	LOC145256166
g15566	LOC145256193
g15567	LOC145256186
g15569	LOC145256152
g15570	LOC145256152
g15571	LOC145256166
g15572	LOC145261143
g15573	LOC145261143
g15574	LOC145261143
g15575	LOC145261143
g15576	LOC145261143
g15577	LOC145256149
g15578	LOC145256147
g15580	LOC145256137
g15581	LOC145261141
g15582	LOC145256092
g15585	LOC145256084
g15586	LOC145256084
g15587	LOC145256084
g15588	LOC145256084
g15592	LOC145256076
g15593	LOC145256044
g15594	LOC145256060
g15595	LOC145256060
g15596	LOC145256013
g15597	LOC145255977
g15598	LOC145255977
g15599	LOC145255884
g156	LOC145283487
g1560	LOC145288092
g15600	LOC145255901
g15601	LOC145255856
g15603	LOC145255844
g15604	LOC145255849
g15608	LOC145255809
g15609	LOC145255809
g1561	LOC145288248
g1562	LOC145288248
g15624	LOC145252999
g15625	LOC145252983
g15626	LOC145252983
g1563	LOC145288093
g15631	LOC145252967
g15634	LOC145252931
g15637	LOC145252905
g15640	LOC145252869
g15644	LOC145252859
g15645	LOC145252852
g15646	LOC145252845
g15647	LOC145252839
g15648	LOC145252839
g15649	LOC145252820
g15650	LOC145252811
g15651	LOC145252804
g15656	LOC145252792
g1566	LOC145288094
g15666	LOC145252775
g15667	LOC145252775
g15668	LOC145252775
g15669	LOC145252763
g15671	LOC145252732
g15673	LOC145252663
g15674	LOC145256368
g15675	LOC145256368
g15676	LOC145256388
g15679	LOC145256393
g15680	LOC145256409
g15681	LOC145256409
g15682	LOC145261222
g15683	LOC145256431
g15684	LOC145256431
g15685	LOC145256421
g15687	LOC145256446
g15692	LOC145256465
g15695	LOC145256537
g157	LOC145283503
g15701	LOC145256556
g15702	LOC145256556
g15704	LOC145256582
g15705	LOC145256582
g15706	LOC145256618
g15707	LOC145256618
g15708	LOC145256644
g15709	LOC145254516
g1571	LOC145288097
g15712	LOC145254816
g15713	LOC145256819
g15715	LOC145261717
g15716	LOC145256835
g1572	LOC145288095
g15723	LOC145256851
g15724	LOC145256851
g15726	LOC145256851
g15727	LOC145256897
g15728	LOC145256923
g15729	LOC145263357
g1573	LOC145288095
g15730	LOC145260122
g15732	LOC145260106
g15733	LOC145260069
g15734	LOC145260053
g15735	LOC145260037
g15736	LOC145259887
g15737	LOC145259887
g15738	LOC145259887
g15739	LOC145259887
g15741	LOC145259887
g15742	LOC145259887
g15743	LOC145259887
g15744	LOC145259887
g15745	LOC145259896
g15749	LOC145259860
g15752	LOC145259827
